primary_id,sub_id,Name,Type,Affected property(ies),Risk,Treatment
M3,3.4.3,Training results - Corrective action ,Information Security Management and Governance,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of corrective action to improve or replace training solutions that are not reaching the expected outcome.,Ensure that the entity shall take corrective action to improve or replace training solutions that are not reaching the expected outcome.
M3,3.5.1,Records documentation - Training record ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of training records.,Ensure that the entity shall ensure that each target for information security training has a documented training record.
M3,3.5.2,Records documentation - Capture activities ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ","Breach of legislation due to lack of capturing all training activities in the individual training records containing personnel education, training, skills, experience and qualifications.","Ensure that the entity shall ensure that all training activities are captured in the individual training records containing personnel education, training, skills, experience and qualifications."
M3,3.5.3,Records documentation - Review records ,Information Security Management and Governance,"Confidentiality 
",Unintentional data leakage due to lack of reviewing training records periodically to ensure all stakeholders have completed the necessary training.,Ensure that the entity shall review training records periodically to make sure all stakeholders have completed the necessary training.
M3,4.1.1,Awareness campaign - Define scope ,Information Security Management and Governance,"Confidentiality 
",Unintentional data leakage due to lack of defining the scope of the awareness campaign in terms of targets and content based on security risks relevant to users’ activities.,Ensure that the entity shall define the scope of the awareness campaign in terms of targets and content based on security risks relevant to users’ activities.
M3,4.1.2,Awareness campaign - Provide timeline ,Information Security Management and Governance,"Confidentiality 
",Unintentional data leakage due to lack of providing a timeline for deploying specific awareness campaigns to meet the program objectives.,Ensure that the entity shall provide a timeline for deploying specific awareness campaigns to meet the program objectives.
M3,4.1.3,Awareness campaign - Comply with timeline,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of information security campaigns proceeding according to the defined program timeline.,Ensure that the entity shall ensure that information security campaigns proceed according to the defined program timeline.
M3,4.1.4,Awareness campaign - Alternative campaigns ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of identifying alternative information security awareness campaigns if problems with the program timeline arise.,Ensure that the entity shall identify alternative information security awareness campaigns if problems with the program timeline arise.
M3,4.1.5,Awareness campaign - Updated campaign ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of satisfying all of the program objectives and needs identified.,Ensure that the entity shall ensure the updated information security awareness campaign satisfies all of the program objectives and needs identified.
M4,1.1.1,Human resources security policy - Establish policy ,Human Resources Security,"Confidentiality 
Integrity 
Availability ","Human error due to lack of outlining roles and responsibilities of different stakeholders, and procedures to facilitate the implementation of the human resource security controls.","Ensure that the entity shall establish and maintain a human resources security policy that outlines roles and responsibilities of different stakeholders, and procedures to facilitate the implementation of the associated controls."
M4,1.1.2,Human resources security policy - Implement controls ,Human Resources Security,"Confidentiality 
Integrity 
Availability ",Human error due to lack of identification and implementation of associated controls.,Ensure that the entity shall identify and implement associated controls.
M4,2.1.1,Screening - Define background verification ,Human Resources Security,"Confidentiality 
Integrity 
Availability ","Breach of legislation due to lack of defining a background verification check process in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.","Ensure that the entity shall define a background verification check process in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks."
M4,2.2.1,Screening - Perform background verification ,Human Resources Security,"Confidentiality 
Integrity 
Availability ","Breach of legislation due to lack of performing background verification checks for all candidates for employment, contractors and third party personnel.","Ensure that the entity shall perform background verification checks for all candidates for employment, contractors and third party personnel."
M4,2.2.1,Terms and conditions of employment - Terms and conditions ,Human Resources Security,"Confidentiality 
","Intentional data leakage due to lack of defining standard information security terms and conditions for employees, third parties and contractors.","Ensure that the entity shall define standard information security terms and conditions for employees, third parties and contractors."
M4,2.2.2,Terms and conditions of employment - Contract terms ,Human Resources Security,"Confidentiality 
",Intentional data leakage due to lack of including information security terms and conditions in any contract.,Ensure that the entity shall include information security terms and conditions in any contract.
M4,2.2.3,Terms and conditions of employment - Understand terms ,Human Resources Security,"Confidentiality 
Integrity 
Availability ","Human/user error due to lack of fully understanding the relevant terms and conditions by the employees, contractors, and third parties .","Ensure that the employees, contractors, and third parties fully understand their relevant terms and conditions."
M4,2.2.4,Terms and conditions of employment - Review contract ,Human Resources Security,"Confidentiality 
Integrity 
Availability ","Breach of legislation due to lack of reviewing and  amending any existing contract with employees, contractors and third parties.","Ensure that the entity shall review and eventually amend any existing contract with employees, contractors and third parties."
M4,3.1.1,Management responsibilities - Compliance with policies ,Human Resources Security,"Confidentiality 
","Intentional data leakage due to lack of compliance requirements in the human resources security policy for employees, contractors and third party users.","Ensure that the entity shall include in human resources security policy that employees, contractors and third party users have to comply with entity security policies and procedures."
M4,3.1.2,Management responsibilities - Inform personnel ,Human Resources Security,"Confidentiality 
","Intentional data leakage due to lack of informing all employees, contractors and third parties of the security policies they are required to be compliant with.","Ensure that the entity shall inform all employees, contractors and third parties of the security policies they are required to be compliant with."
M4,3.1.3,Management responsibilities - Read and accept ,Human Resources Security,"Confidentiality 
",Intentional data leakage due to lack of reading and accepting relevant security policy/guidelines by users.,"Ensure that the entity shall present, on first access, relevant security policy/guidelines for users to read and accept."
M4,3.2.1,Disciplinary Process - Define process ,Human Resources Security,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of a formal disciplinary process.,Ensure that the entity shall define a formal disciplinary process.
M4,3.2.2,Disciplinary Process - Awareness ,Human Resources Security,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of sufficient awareness about this disciplinary process within the entity.,Ensure that the entity shall ensure sufficient awareness about this disciplinary process within the entity.
M4,3.2.3,Disciplinary Process - Enforce ,Human Resources Security,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of enforcing the disciplinary process.,Ensure that the entity shall enforce the disciplinary process.
M4,3.2.4,Disciplinary Process - Records of breaches ,Human Resources Security,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of keeping records of the committed security breaches.,Ensure that the entity shall keep records of the committed security breaches.
M4,4.1.1,Termination responsibilities - Define policy ,Human Resources Security,"Confidentiality Integrity 
",Unauthorized access and/changes due to lack of an employee termination policy that emphasizes the communication of termination responsibilities in relation to entities information security (including confidentiality and property rights).,Ensure that the entity shall define an employee termination policy that emphasizes the communication of termination responsibilities in relation to entities information security (including confidentiality and property rights).
M4,4.1.2,Termination responsibilities - Assign responsibility ,Human Resources Security,"Confidentiality Integrity 
",Unauthorized access and/changes due to lack of assigning the responsibility for performing termination or change of employment.,Ensure that the entity shall assign responsibility for performing termination or change of employment.
M4,4.2.1,Return of assets - Return of assets ,Human Resources Security,"Confidentiality 
Integrity 
Availability ","Misuse of information assets due to lack of including in employee termination policy that all employees, contractors and third parties should return of all assets upon termination of employment, contract or agreement.","Ensure that the entity shall include in employee termination policy that all employees, contractors and third parties should return of all assets upon termination of employment, contract or agreement."
M4,4.3.1,Removable of access rights - Verify compliance ,Human Resources Security,"Confidentiality Integrity 
","Unauthorized access and/changes due to lack of verifying that the termination policy and procedure is followed for any termination or change of employment, contract or agreement.","Ensure that the entity shall verify that the termination policy and procedure is followed for any termination or change of employment, contract or agreement with particular attention to revocation of credentials/access to any information facility."
M5,1.1.1,Compliance policy - Appropriate policy ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of appropriate compliance policy.,Ensure that the compliance policy shall be appropriate to the purpose of the entity.
M5,1.1.2,Compliance policy - Roles and responsibilities ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of outlining the roles and responsibilities for establishing compliance requirements.,Ensure that the compliance policy shall outline the roles and responsibilities for establishing compliance requirements.
M5,1.1.3,Compliance policy - Establish requirements ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of compliance policy  outlining the approach for establishing compliance requirements.,Ensure that the compliance policy shall outline the approach for establishing compliance requirements.
M5,1.1.4,Compliance policy,Compliance and Audit,"Confidentiality 
Integrity 
Availability ","Human/user error due to lack of outlining the approach the entity will follow to ensure compliance with the identified requirements at the entity, sector, and national levels.","Ensure that the compliance policy shall outline the approach the entity will follow to ensure compliance with the identified requirements at the entity, sector, and national levels."
M5,2.1.1,Identification of applicable legislation - Develop process ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of developing a process to identify on an ongoing basis all compliance requirements applicable to the entity.,Ensure that the entity shall develop a process to identify on an ongoing basis all compliance requirements applicable to the entity.
M5,2.1.2,Identification of applicable legislation - Determine system requirements ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of determining specific system requirements resulting from the identified compliance requirements.,Ensure that the entity shall determine specific system requirements resulting from the identified compliance requirements.
M5,2.1.3,Identification of applicable legislation - Meet requirements ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of defining specific controls to ensure all compliance requirements are met. ,Ensure that the entity shall define specific controls to ensure all compliance requirements are met.
M5,2.1.4,Identification of applicable legislation - Periodic review ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of periodically reviewing compliance requirements and associated controls for completeness.,Ensure that the entity shall periodically review compliance requirements and associated controls for completeness.
M5,2.1.5,Identification of applicable legislation - Legislation requirements ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of documenting all legislation requirements with individual responsibilities to meet these requirements as well as controls in-place.,Ensure that the entity shall document all legislation requirements with individual responsibilities to meet these requirements as well as controls in-place.
M5,2.2.1,Intellectual property rights (IPR) - Develop policy ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of developing and maintaining an intellectual property rights compliance policy.,Ensure that the entity shall develop and maintain an intellectual property rights compliance policy.
M5,2.2.2,Intellectual property rights (IPR) - Develop process ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of developing a process to identify all applicable requirements the entity must meet in terms of protecting intellectual property rights.,Ensure that the entity shall develop a process to identify all applicable requirements the entity must meet in terms of protecting intellectual property rights.
M5,2.2.3,Intellectual property rights (IPR) - Specific requirements ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of determining specific system requirements resulting from the  identified requirements.,Ensure that the entity shall  determine specific system requirements resulting from the identified requirements.
M5,2.2.4,Intellectual property rights (IPR) - Meet requirements ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of defining specific controls to ensure all intellectual property right protection requirements are met.,Ensure that the entity shall define specific controls to ensure all intellectual property right protection requirements are met.
M5,2.2.5,Intellectual property rights (IPR) - Periodic review ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of periodically reviewing requirements and associated controls for completeness.,Ensure that the entity shall periodically review requirements and associated controls related to intellectual property rights (ipr) for completeness.
M5,2.3.1,Protection of organizational records - Define process ,Compliance and Audit,"Confidentiality Integrity 
","Unauthorized access and/changes due to lack of a process for identifying records with specific compliance requirements regarding loss, destruction, falsification, or other applicable characteristics.","Ensure that the entity shall define a process for identifying records with specific compliance requirements regarding loss, destruction, falsification, or other applicable characteristics."
M5,2.3.2,Protection of organizational records - Determine requirements ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of specific system requirements resulting from the identified requirements.,Ensure that the entity shall determine specific system requirements related to protection of organizational records resulting from the identified requirements.
M5,2.3.3,Protection of organizational records - Define controls ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of defining specific controls to ensure all record protection requirements are met.,Ensure that the entity shall define specific controls to ensure all record protection requirements are met.
M5,2.3.4,Protection of organizational records - Periodic review ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of periodically review requirements and associated controls for completeness of records.,Ensure that the entity shall periodically review requirements and associated controls related to protection of organizational records for completeness.
M5,2.4.1,Data protection and privacy of personal information - Define process ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of personally identifiable information (pii) due to lack of defining a process for identifying data with specific compliance requirements regarding protection and privacy.,Ensure that the entity shall define a process for identifying data with specific compliance requirements regarding protection and privacy.
M5,2.4.2,Data protection and privacy of personal information  - Determine requirements ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of determining specific system requirements resulting from the identified requirements for privacy.,Ensure that the entity shall determine specific system requirements resulting from the identified requirements related to data protection and privacy of personal information.
M5,2.4.3,Data protection and privacy of personal information - Define controls ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of personally identifiable information (pii) due to lack of defining specific controls to ensure all data protection and privacy requirements are met.,Ensure that the entity shall define specific controls to ensure all data protection and privacy requirements are met.
M5,2.4.4,Data protection and privacy of personal information  - Periodic review ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of personally identifiable information (pii) due to lack of periodically review requirements and associated controls for completeness.,Ensure that the entity shall periodically review requirements and associated controls related to data protection and privacy of personal information for completeness.
M5,2.5.1,Prevention of misuse of information systems - Communication,Compliance and Audit,"Confidentiality Integrity 
",Unauthorized access and/changes due to lack of communicating to all stakeholders what is considered to be authorized use of information systems.,Ensure that the entity shall clearly communicate to all stakeholders what is considered to be authorized use of information systems.
M5,2.5.2,Prevention of misuse of information systems - Develop capability ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Misuse of information assets due to lack of capability to monitor information systems for unauthorized use.,Ensure that the entity shall develop the capability to monitor information systems for unauthorized use.
M5,2.5.3,Prevention of misuse of information systems - Corrective action ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Misuse of information assets due to lack of taking corrective action to stop unauthorized use of information systems when detected.,Ensure that the entity shall take corrective action to stop unauthorized use of information systems when detected.
M5,2.6.1,Regulation of cryptographic controls - Define process ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Man in the middle attack due to lack of a process for identifying applicable compliance requirements regarding use of cryptographic controls within the entity.,Ensure that the entity shall define a process for identifying applicable compliance requirements regarding use of cryptographic controls within the entity.
M5,2.6.2,Regulation of cryptographic controls - Determine requirements ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Man in the middle attack due to lack of determining specific cryptographic system requirements resulting from the identified requirements.,Ensure that the entity shall determine specific system requirements resulting from the identified requirements.
M5,2.6.3,Regulation of cryptographic controls - Define controls ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Man in the middle attack due to lack of defining specific controls to ensure all cryptographic control requirements are met.,Ensure that the entity shall define specific controls to ensure all cryptographic control requirements are met.
M5,2.6.4,Regulation of cryptographic controls - Periodic review ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Man in the middle attack due to lack of periodically reviewing cryptographic requirements and associated controls for completeness.,Ensure that the entity shall periodically review requirements and associated controls for completeness.
M5,2.7.1,Liability to the information sharing community - Liability issues ,Information Security Management and Governance,"Confidentiality 
",Data leakage due to lack of identifying any liability issues and remediation requirements regarding unauthorized disclosure of information in all information sharing communities in which the entity participates.,Ensure that the entity shall identify any liability issues and remediation requirements regarding unauthorized disclosure of information in all information sharing communities in which the entity participates.
M5,2.7.2,Liability to the information sharing community - Remediation procedures ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of defining specific remediation procedures for each relevant information sharing community.,Ensure that the entity shall define specific remediation procedures for each relevant information sharing community.
M5,2.7.3,Liability to the information sharing community - Communication ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of communicating to the relevant information sharing community any issues identified regarding remediation procedures.,Ensure that the entity shall communicate to the relevant information sharing community any issues identified regarding remediation procedures.
M5,3.1.1,Compliance with security policies and standards - Identify procedures ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of identifying all security procedures that fall within the area of managerial responsibility.,Ensure that the managers shall identify all security procedures that fall within their area of responsibility.
M5,3.1.2,Compliance with security policies and standards - Develop capability ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of developing the capability to monitor the execution of identified security procedures.,Ensure that the managers shall develop the capability to monitor the execution of identified  security procedures.
M5,3.1.3,Compliance with security policies and standards - Corrective action ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of taking corrective action when issues regarding the execution of security procedures are identified.,Ensure that the managers shall take corrective action when issues regarding the execution of security procedures are identified.
M5,4.1.1,Technical compliance checking - Define process ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of defining and executing a process for routinely checking for technical compliance with security standards.,Ensure that the entity shall define and execute a process for routinely checking for technical compliance with security standards.
M5,4.1.2,Technical compliance checking - Results of compliance checking ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ","Breach of legislation due to lack of ensuring that the results of compliance checking is performed by, and the results are reviewed by, authorized personnel with adequate technical capabilities.","Ensure that the results of compliance checking is performed by, and the results are reviewed by, authorized personnel with adequate technical capabilities."
M5,4.1.3,Technical compliance checking - Report issues ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of reporting any issues detected during technical compliance checking to the appropriate authority for remediation.,Ensure that the entity shall report any issues detected during technical compliance checking to the appropriate authority for remediation.
M5,5.1.1,Information systems audit controls - Assign responsibilities ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of assigning responsibilities for internal audits of information system controls to an appropriate authority.,Ensure that the entity shall assign responsibilities for internal audits of information system controls to an appropriate authority.
M5,5.1.2,Information systems audit controls - Define audit requirements ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of defining audit requirements for information system controls.,Ensure that the entity shall define audit requirements for information system controls.
M5,5.1.3,Information systems audit controls - Audit plan ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of outlining an audit plan to meet audit requirements for information system controls.,Ensure that the entity shall outline an audit plan to meet audit requirements for information system controls.
M5,5.1.4,Information systems audit controls ,Compliance and Audit,Availability ,Disruption of critical services due to lack of highlighting measures taken to ensure audit activities minimize the risk of disruptions to business processes.,Ensure that the entity shall highlight measures taken to ensure audit activities minimize the risk of disruptions to business processes.
M5,5.2.1,Protection of information systems audit tools - Identify audit tools ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of identifying all information systems audit tools.,Ensure that the entity shall identify all information systems audit tools.
M5,5.2.2,Protection of information systems audit tools - Identify types and classification levels ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Unintentional misuse of information asset due to lack of identifying the types and classification levels of information stored in information systems audit tools.,Ensure that the entity shall identify the types and classification levels of information stored in information systems audit tools.
M5,5.2.3,Protection of information systems audit tools - Minimum requirements ,Compliance and Audit,"Confidentiality 
",Data leakage due to lack of defining minimum security requirements for information systems audit tools commensurate to the classification levels of the information held.,Ensure that the entity shall define minimum security requirements for information systems audit tools commensurate to the classification levels of the information held.
M5,5.3.1,Audit of community functions - Audit rights,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of identifying the audit rights of any information sharing communities to which it is connected.,Ensure that the entity shall identify the audit rights of any information sharing communities to which it is connected.
M5,5.3.2,Audit of community functions - Provisions for external members,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of ensuring that provisions for external members are accounted for in the entity’s information systems audit plan and tools.,Ensure that the provisions for external members are accounted for in the entity’s information systems audit plan and tools.
M5,5.3.3,Audit of community functions - Provisions for entity ,Compliance and Audit,"Confidentiality 
",Data leakage due to lack of ensuring that provisions for the entity to exercise its audit rights are accounted for in the entity’s information systems audit plan and tools.,Ensure that the provisions for the entity to exercise its audit rights are accounted for in the entity’s information systems audit plan  and tools.
M6,1.1.1,Performance evaluation policy - Overall framework ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of developing and implementing a performance evaluation policy that determines the overall framework for performance evaluation.,Ensure that the entity shall develop and implement a performance evaluation policy that determines the overall framework for performance evaluation.
M6,1.1.2,Performance evaluation policy - Methods of reporting ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of developing and implementing a performance evaluation policy that determines the methods of reporting the performance evaluation results to management.,Ensure that the entity shall develop and implement a performance evaluation policy that determines the methods of reporting the performance evaluation results to management.
M6,1.1.3,Performance evaluation policy - Integration with measurements ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ","Breach of legislation due to lack of developing and implementing a performance evaluation policy that determines how to integrate the detailed performance measurements for controls with higher level performance measurements for information security objectives, risk management, etc.","Ensure that the entity shall develop and implement a performance evaluation policy that determines how to integrate the detailed performance measurements for controls with higher level performance measurements for information security objectives, risk management, etc."
M6,1.1.4,Performance evaluation policy - Integration with incidents ,Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of developing and implementing a performance evaluation policy that determines how to integrate incident reports in the overall picture of performance monitoring.,Ensure that the entity shall develop and implement a performance evaluation policy that determines how to integrate incident reports in the overall picture of performance monitoring.
M6,2.1.1,"Monitoring, measurement, analysis, and evaluation - Scope ",Information Security Management and Governance,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of an effective performance evaluation management process implementation as per standard requirements. ,"Ensure that the entity shall determine:       a. what needs to be monitored and measured, including information security processes and controls       b. the methods for monitoring, measurement, analysis and evaluation, as applicable, to ensure valid results       c. when the monitoring and measuring shall be performed       d. who shall monitor and measure       e. when the results from monitoring and measurement shall be  analyzed and evaluated       f. who shall analyze and evaluate these results."
M6,2.1.2,"Monitoring, measurement, analysis, and evaluation - Methods and results ",Information Security Management and Governance,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of documenting the monitoring and measurement methods and results.,Ensure that the entity shall document the monitoring and measurement methods and results.
M6,2.2.1,"Internal audits - Audit criteria, scope and plan ",Compliance and Audit,"Confidentiality 
Integrity 
Availability ","Human/user error due to lack of defining the audit criteria, scope and audit plan for each audit.","Ensure that the entity shall define the audit criteria, scope and audit plan for each audit."
M6,2.2.2,Internal audits - Auditors ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Human/user error due to lack of  selecting auditors and conducting audits to ensure objectivity and the impartiality of the audit process.,Ensure that the entity shall select auditors and conduct audits to ensure objectivity and the impartiality of the audit process.
M6,2.2.3,Internal audits - Audit results ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of ensuring that the results of the audits are reported to relevant management.,Ensure that the entity shall ensure that the results of the audits are reported to relevant management.
M6,2.2.4,Internal audits - Audit program ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of documenting the audit program and the audit results.,Ensure that the entity shall document the audit program and the audit results.
M6,2.2.5,Internal audits - Effective implementation ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of ensuring that the internal audit is effectively implemented and maintained.,Ensure that internal audit is effectively implemented and maintained.
M6,2.2.6,Internal audits - Management ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ","Breach of legislation due to lack of planning, establishing, implementing and maintaining internal audits, including the frequency, methods, responsibilities, planning requirements, and reporting of the internal audits.","Ensure that internal audits shall be planned, established, implemented and maintained, including the frequency, methods, responsibilities, planning requirements, and reporting of the internal audits."
M6,2.2.7,Internal audits - Results ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of taking into account the importance of the processes concerned and the results of previous audits. ,Ensure that the internal audits shall take account of the importance of the processes concerned and the results of previous audits
M6,2.2.8,Internal audits - Conformance ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of checking conformance with requirements of applicable information security regulations in internal audits. ,"Ensure that the internal audits shall ensure that entity’s information security conforms to:       a. the entity’s own requirements for information security       b. the requirements of this standard       c. any applicable requirements from the entity’s sector, national or regulatory environment."
M6,3.1.1,Corrective action - Evaluation,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of properly reviewing the nonconformity. ,"Ensure that the entity shall evaluate the need for action to eliminate the causes of nonconformities, in order that it does not recur or occur elsewhere, by:       a. reviewing the nonconformity       b. determining the causes of the nonconformity       c. determining if similar nonconformities exist, or could  potentially occur."
M6,3.1.2,Corrective action - Appropriate action needed ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of implementing the appropriate action needed to the effects of the encountered nonconformities.,Ensure that the entity shall implement the appropriate action needed to the effects of the encountered nonconformities.
M6,3.1.3,Corrective action - Review effectiveness ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of reviewing the effectiveness of any corrective action taken.,Ensure that the entity shall review the effectiveness of any corrective action taken.
M6,3.1.4,Corrective action - Document actions ,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of documenting the corrective actions taken against the nonconformities.,Ensure that the entity shall document the corrective actions taken against the nonconformities.
M6,3.2.1,Continual improvement - Improvement of controls ,Compliance and Audit,"Confidentiality 
","Data leakage caused by ineffective information security management system due to lack of improving the suitability, adequacy and effectiveness of information security controls in place.","Ensure that the entity shall improve the suitability, adequacy and effectiveness of information security controls in place."
M6,3.2.2,Continual improvement - Consider results,Compliance and Audit,"Confidentiality 
",Data leakage caused by ineffective information security management system due to lack of taking into account the performance measurement results and incidents when identifying improvements.,Ensure that the entity shall take account of the performance measurement results and incidents when identifying improvements.
T1,1.1.1,Asset management policy - Appropriate policy ,Information and Asset Management,"Confidentiality 
Integrity 
Availability ",Misuse of information assets due to lack of appropriate asset management policy.,Ensure that the asset management policy shall be appropriate to the complexity of the entity and to the assets managed by the entity.
T1,1.1.2,Asset management policy -  Management commitment ,Information and Asset Management,"Confidentiality 
Integrity 
Availability ","Asset theft due to lack of including statement of the management commitment, purpose, objective and scope of the asset management policy.","Ensure that the asset management policy shall include statement of the management commitment, purpose, objective and scope of the policy."
T1,1.1.3,Asset management policy - Roles and responsibilities ,Information and Asset Management,"Confidentiality 
Integrity 
Availability ",Asset theft due to lack of roles and responsibilities in the asset management policy.,Ensure that the asset management policy shall outline the roles and responsibilities.
T1,1.1.4,Asset management policy - Framework ,Information and Asset Management,"Confidentiality 
Integrity 
Availability ","Misuse of information assets due to lack of providing the framework for managing the entity’s assets, including assignment of owners.","Ensure that the asset management policy shall provide the framework for managing the entity’s assets, including assignment of owners."
T1,1.1.5,Asset management policy - BYOD,Information and Asset Management,"Confidentiality 
Integrity 
Availability ",Cyber attack caused by compromised personal machine due to lack of framework for managing bring your own device (byod) arrangements.,Ensure that the asset management policy shall provide the framework for managing bring your own device (byod) arrangements.
T1,1.1.6,Asset management policy - Document and communicate ,Information and Asset Management,"Confidentiality 
Integrity 
Availability ",Asset theft due to lack of documenting and communicating asset management policy to all users.,Ensure that the asset management policy shall be documented and communicated to all users.
T1,1.1.7,Asset management policy - Read and acknowledge ,Information and Asset Management,"Confidentiality 
Integrity 
Availability ",Misuse of information assets due to lack of ensuring that all users formally read and acknowledge asset management policy.,Ensure that the asset management policy shall be read and acknowledged formally by all users.
T1,1.1.8,"Asset management policy - Maintenance, review, and update ",Information and Asset Management,"Confidentiality 
Integrity 
Availability ","Misuse of information assets due to lack of maintaining, reviewing and updating asset management policy at planned intervals or if significant changes occur.","Ensure that the asset management policy shall be maintained, reviewed and updated at planned intervals or if significant changes occur."
T1,2.1.1,Inventory of assets - Identify ,Information and Asset Management,"Confidentiality 
Integrity 
Availability ",Asset theft due to lack of identifying an inventory of information assets within the entity.,Ensure that the entity shall identify an inventory of information assets within the entity.
T1,2.1.2,Inventory of assets - Maintain ,Information and Asset Management,"Confidentiality 
Integrity 
Availability ",Asset theft due to lack of maintaining an up-to-date list of assets.,Ensure that the entity shall maintain an up-to-date list of assets.
T1,2.1.3,Inventory of assets - Accuracy and consistency ,Information and Asset Management,"Confidentiality 
Integrity 
Availability ",Asset theft due to lack of ensuring accuracy and consistency with other inventories.,Ensure that the entity shall ensure accuracy and consistency with other inventories.
